city_id;city;country_id;last_update
302;Liaocheng;23;2017-02-15 09:45:25+00
303;Liepaja;54;2017-02-15 09:45:25+00
304;Lilongwe;58;2017-02-15 09:45:25+00
305;Lima;74;2017-02-15 09:45:25+00
306;Lincoln;103;2017-02-15 09:45:25+00
307;Linz;9;2017-02-15 09:45:25+00
308;Lipetsk;80;2017-02-15 09:45:25+00
309;Livorno;49;2017-02-15 09:45:25+00
310;Ljubertsy;80;2017-02-15 09:45:25+00
311;Loja;28;2017-02-15 09:45:25+00
312;London;102;2017-02-15 09:45:25+00
313;London;20;2017-02-15 09:45:25+00
314;Lublin;76;2017-02-15 09:45:25+00
315;Lubumbashi;25;2017-02-15 09:45:25+00
316;Lungtan;92;2017-02-15 09:45:25+00
317;Luzinia;15;2017-02-15 09:45:25+00
318;Madiun;45;2017-02-15 09:45:25+00
319;Mahajanga;57;2017-02-15 09:45:25+00
320;Maikop;80;2017-02-15 09:45:25+00
321;Malm;90;2017-02-15 09:45:25+00
322;Manchester;103;2017-02-15 09:45:25+00
323;Mandaluyong;75;2017-02-15 09:45:25+00
324;Mandi Bahauddin;72;2017-02-15 09:45:25+00
325;Mannheim;38;2017-02-15 09:45:25+00
326;Maracabo;104;2017-02-15 09:45:25+00
327;Mardan;72;2017-02-15 09:45:25+00
328;Maring;15;2017-02-15 09:45:25+00
329;Masqat;71;2017-02-15 09:45:25+00
330;Matamoros;60;2017-02-15 09:45:25+00
331;Matsue;50;2017-02-15 09:45:25+00
332;Meixian;23;2017-02-15 09:45:25+00
333;Memphis;103;2017-02-15 09:45:25+00
334;Merlo;6;2017-02-15 09:45:25+00
335;Mexicali;60;2017-02-15 09:45:25+00
336;Miraj;44;2017-02-15 09:45:25+00
337;Mit Ghamr;29;2017-02-15 09:45:25+00
338;Miyakonojo;50;2017-02-15 09:45:25+00
339;Mogiljov;13;2017-02-15 09:45:25+00
340;Molodetno;13;2017-02-15 09:45:25+00
341;Monclova;60;2017-02-15 09:45:25+00
342;Monywa;64;2017-02-15 09:45:25+00
343;Moscow;80;2017-02-15 09:45:25+00
344;Mosul;47;2017-02-15 09:45:25+00
345;Mukateve;100;2017-02-15 09:45:25+00
346;Munger (Monghyr);44;2017-02-15 09:45:25+00
347;Mwanza;93;2017-02-15 09:45:25+00
348;Mwene-Ditu;25;2017-02-15 09:45:25+00
349;Myingyan;64;2017-02-15 09:45:25+00
350;Mysore;44;2017-02-15 09:45:25+00
351;Naala-Porto;63;2017-02-15 09:45:25+00
352;Nabereznyje Telny;80;2017-02-15 09:45:25+00
353;Nador;62;2017-02-15 09:45:25+00
354;Nagaon;44;2017-02-15 09:45:25+00
355;Nagareyama;50;2017-02-15 09:45:25+00
356;Najafabad;46;2017-02-15 09:45:25+00
357;Naju;86;2017-02-15 09:45:25+00
358;Nakhon Sawan;94;2017-02-15 09:45:25+00
359;Nam Dinh;105;2017-02-15 09:45:25+00
360;Namibe;4;2017-02-15 09:45:25+00
361;Nantou;92;2017-02-15 09:45:25+00
362;Nanyang;23;2017-02-15 09:45:25+00
363;NDjamna;21;2017-02-15 09:45:25+00
364;Newcastle;85;2017-02-15 09:45:25+00
365;Nezahualcyotl;60;2017-02-15 09:45:25+00
366;Nha Trang;105;2017-02-15 09:45:25+00
367;Niznekamsk;80;2017-02-15 09:45:25+00
368;Novi Sad;108;2017-02-15 09:45:25+00
369;Novoterkassk;80;2017-02-15 09:45:25+00
370;Nukualofa;95;2017-02-15 09:45:25+00
371;Nuuk;40;2017-02-15 09:45:25+00
372;Nyeri;52;2017-02-15 09:45:25+00
373;Ocumare del Tuy;104;2017-02-15 09:45:25+00
374;Ogbomosho;69;2017-02-15 09:45:25+00
375;Okara;72;2017-02-15 09:45:25+00
376;Okayama;50;2017-02-15 09:45:25+00
377;Okinawa;50;2017-02-15 09:45:25+00
378;Olomouc;26;2017-02-15 09:45:25+00
379;Omdurman;89;2017-02-15 09:45:25+00
380;Omiya;50;2017-02-15 09:45:25+00
381;Ondo;69;2017-02-15 09:45:25+00
382;Onomichi;50;2017-02-15 09:45:25+00
383;Oshawa;20;2017-02-15 09:45:25+00
384;Osmaniye;97;2017-02-15 09:45:25+00
385;ostka;100;2017-02-15 09:45:25+00
386;Otsu;50;2017-02-15 09:45:25+00
387;Oulu;33;2017-02-15 09:45:25+00
388;Ourense (Orense);87;2017-02-15 09:45:25+00
389;Owo;69;2017-02-15 09:45:25+00
390;Oyo;69;2017-02-15 09:45:25+00
391;Ozamis;75;2017-02-15 09:45:25+00
392;Paarl;85;2017-02-15 09:45:25+00
393;Pachuca de Soto;60;2017-02-15 09:45:25+00
394;Pak Kret;94;2017-02-15 09:45:25+00
395;Palghat (Palakkad);44;2017-02-15 09:45:25+00
396;Pangkal Pinang;45;2017-02-15 09:45:25+00
397;Papeete;36;2017-02-15 09:45:25+00
398;Parbhani;44;2017-02-15 09:45:25+00
399;Pathankot;44;2017-02-15 09:45:25+00
400;Patiala;44;2017-02-15 09:45:25+00
401;Patras;39;2017-02-15 09:45:25+00
402;Pavlodar;51;2017-02-15 09:45:25+00
403;Pemalang;45;2017-02-15 09:45:25+00
404;Peoria;103;2017-02-15 09:45:25+00
405;Pereira;24;2017-02-15 09:45:25+00
406;Phnom Penh;18;2017-02-15 09:45:25+00
407;Pingxiang;23;2017-02-15 09:45:25+00
408;Pjatigorsk;80;2017-02-15 09:45:25+00
409;Plock;76;2017-02-15 09:45:25+00
410;Po;15;2017-02-15 09:45:25+00
411;Ponce;77;2017-02-15 09:45:25+00
412;Pontianak;45;2017-02-15 09:45:25+00
413;Poos de Caldas;15;2017-02-15 09:45:25+00
414;Portoviejo;28;2017-02-15 09:45:25+00
415;Probolinggo;45;2017-02-15 09:45:25+00
416;Pudukkottai;44;2017-02-15 09:45:25+00
417;Pune;44;2017-02-15 09:45:25+00
418;Purnea (Purnia);44;2017-02-15 09:45:25+00
419;Purwakarta;45;2017-02-15 09:45:25+00
420;Pyongyang;70;2017-02-15 09:45:25+00
421;Qalyub;29;2017-02-15 09:45:25+00
422;Qinhuangdao;23;2017-02-15 09:45:25+00
423;Qomsheh;46;2017-02-15 09:45:25+00
424;Quilmes;6;2017-02-15 09:45:25+00
425;Rae Bareli;44;2017-02-15 09:45:25+00
426;Rajkot;44;2017-02-15 09:45:25+00
427;Rampur;44;2017-02-15 09:45:25+00
428;Rancagua;22;2017-02-15 09:45:25+00
429;Ranchi;44;2017-02-15 09:45:25+00
430;Richmond Hill;20;2017-02-15 09:45:25+00
431;Rio Claro;15;2017-02-15 09:45:25+00
432;Rizhao;23;2017-02-15 09:45:25+00
433;Roanoke;103;2017-02-15 09:45:25+00
434;Robamba;28;2017-02-15 09:45:25+00
435;Rockford;103;2017-02-15 09:45:25+00
436;Ruse;17;2017-02-15 09:45:25+00
437;Rustenburg;85;2017-02-15 09:45:25+00
438;s-Hertogenbosch;67;2017-02-15 09:45:25+00
439;Saarbrcken;38;2017-02-15 09:45:25+00
440;Sagamihara;50;2017-02-15 09:45:25+00
441;Saint Louis;103;2017-02-15 09:45:25+00
442;Saint-Denis;79;2017-02-15 09:45:25+00
443;Sal;62;2017-02-15 09:45:25+00
444;Salala;71;2017-02-15 09:45:25+00
445;Salamanca;60;2017-02-15 09:45:25+00
446;Salinas;103;2017-02-15 09:45:25+00
447;Salzburg;9;2017-02-15 09:45:25+00
448;Sambhal;44;2017-02-15 09:45:25+00
449;San Bernardino;103;2017-02-15 09:45:25+00
450;San Felipe de Puerto Plata;27;2017-02-15 09:45:25+00
451;San Felipe del Progreso;60;2017-02-15 09:45:25+00
452;San Juan Bautista Tuxtepec;60;2017-02-15 09:45:25+00
453;San Lorenzo;73;2017-02-15 09:45:25+00
454;San Miguel de Tucumn;6;2017-02-15 09:45:25+00
455;Sanaa;107;2017-02-15 09:45:25+00
456;Santa Brbara dOeste;15;2017-02-15 09:45:25+00
457;Santa F;6;2017-02-15 09:45:25+00
458;Santa Rosa;75;2017-02-15 09:45:25+00
459;Santiago de Compostela;87;2017-02-15 09:45:25+00
460;Santiago de los Caballeros;27;2017-02-15 09:45:25+00
461;Santo Andr;15;2017-02-15 09:45:25+00
462;Sanya;23;2017-02-15 09:45:25+00
463;Sasebo;50;2017-02-15 09:45:25+00
464;Satna;44;2017-02-15 09:45:25+00
465;Sawhaj;29;2017-02-15 09:45:25+00
466;Serpuhov;80;2017-02-15 09:45:25+00
467;Shahr-e Kord;46;2017-02-15 09:45:25+00
468;Shanwei;23;2017-02-15 09:45:25+00
469;Shaoguan;23;2017-02-15 09:45:25+00
470;Sharja;101;2017-02-15 09:45:25+00
471;Shenzhen;23;2017-02-15 09:45:25+00
472;Shikarpur;72;2017-02-15 09:45:25+00
473;Shimoga;44;2017-02-15 09:45:25+00
474;Shimonoseki;50;2017-02-15 09:45:25+00
475;Shivapuri;44;2017-02-15 09:45:25+00
476;Shubra al-Khayma;29;2017-02-15 09:45:25+00
477;Siegen;38;2017-02-15 09:45:25+00
478;Siliguri (Shiliguri);44;2017-02-15 09:45:25+00
479;Simferopol;100;2017-02-15 09:45:25+00
480;Sincelejo;24;2017-02-15 09:45:25+00
481;Sirjan;46;2017-02-15 09:45:25+00
482;Sivas;97;2017-02-15 09:45:25+00
483;Skikda;2;2017-02-15 09:45:25+00
484;Smolensk;80;2017-02-15 09:45:25+00
485;So Bernardo do Campo;15;2017-02-15 09:45:25+00
486;So Leopoldo;15;2017-02-15 09:45:25+00
487;Sogamoso;24;2017-02-15 09:45:25+00
488;Sokoto;69;2017-02-15 09:45:25+00
489;Songkhla;94;2017-02-15 09:45:25+00
490;Sorocaba;15;2017-02-15 09:45:25+00
491;Soshanguve;85;2017-02-15 09:45:25+00
492;Sousse;96;2017-02-15 09:45:25+00
493;South Hill;5;2017-02-15 09:45:25+00
494;Southampton;102;2017-02-15 09:45:25+00
495;Southend-on-Sea;102;2017-02-15 09:45:25+00
496;Southport;102;2017-02-15 09:45:25+00
497;Springs;85;2017-02-15 09:45:25+00
498;Stara Zagora;17;2017-02-15 09:45:25+00
499;Sterling Heights;103;2017-02-15 09:45:25+00
500;Stockport;102;2017-02-15 09:45:25+00
501;Sucre;14;2017-02-15 09:45:25+00
502;Suihua;23;2017-02-15 09:45:25+00
503;Sullana;74;2017-02-15 09:45:25+00
504;Sultanbeyli;97;2017-02-15 09:45:25+00
505;Sumqayit;10;2017-02-15 09:45:25+00
506;Sumy;100;2017-02-15 09:45:25+00
507;Sungai Petani;59;2017-02-15 09:45:25+00
508;Sunnyvale;103;2017-02-15 09:45:25+00
509;Surakarta;45;2017-02-15 09:45:25+00
510;Syktyvkar;80;2017-02-15 09:45:25+00
511;Syrakusa;49;2017-02-15 09:45:25+00
512;Szkesfehrvr;43;2017-02-15 09:45:25+00
513;Tabora;93;2017-02-15 09:45:25+00
514;Tabriz;46;2017-02-15 09:45:25+00
515;Tabuk;82;2017-02-15 09:45:25+00
516;Tafuna;3;2017-02-15 09:45:25+00
517;Taguig;75;2017-02-15 09:45:25+00
518;Taizz;107;2017-02-15 09:45:25+00
519;Talavera;75;2017-02-15 09:45:25+00
520;Tallahassee;103;2017-02-15 09:45:25+00
521;Tama;50;2017-02-15 09:45:25+00
522;Tambaram;44;2017-02-15 09:45:25+00
523;Tanauan;75;2017-02-15 09:45:25+00
524;Tandil;6;2017-02-15 09:45:25+00
525;Tangail;12;2017-02-15 09:45:25+00
526;Tanshui;92;2017-02-15 09:45:25+00
527;Tanza;75;2017-02-15 09:45:25+00
528;Tarlac;75;2017-02-15 09:45:25+00
529;Tarsus;97;2017-02-15 09:45:25+00
530;Tartu;30;2017-02-15 09:45:25+00
531;Teboksary;80;2017-02-15 09:45:25+00
532;Tegal;45;2017-02-15 09:45:25+00
533;Tel Aviv-Jaffa;48;2017-02-15 09:45:25+00
534;Tete;63;2017-02-15 09:45:25+00
535;Tianjin;23;2017-02-15 09:45:25+00
536;Tiefa;23;2017-02-15 09:45:25+00
537;Tieli;23;2017-02-15 09:45:25+00
538;Tokat;97;2017-02-15 09:45:25+00
539;Tonghae;86;2017-02-15 09:45:25+00
540;Tongliao;23;2017-02-15 09:45:25+00
541;Torren;60;2017-02-15 09:45:25+00
542;Touliu;92;2017-02-15 09:45:25+00
543;Toulon;34;2017-02-15 09:45:25+00
544;Toulouse;34;2017-02-15 09:45:25+00
545;Trshavn;32;2017-02-15 09:45:25+00
546;Tsaotun;92;2017-02-15 09:45:25+00
547;Tsuyama;50;2017-02-15 09:45:25+00
548;Tuguegarao;75;2017-02-15 09:45:25+00
549;Tychy;76;2017-02-15 09:45:25+00
550;Udaipur;44;2017-02-15 09:45:25+00
551;Udine;49;2017-02-15 09:45:25+00
552;Ueda;50;2017-02-15 09:45:25+00
553;Uijongbu;86;2017-02-15 09:45:25+00
554;Uluberia;44;2017-02-15 09:45:25+00
555;Urawa;50;2017-02-15 09:45:25+00
556;Uruapan;60;2017-02-15 09:45:25+00
557;Usak;97;2017-02-15 09:45:25+00
558;Usolje-Sibirskoje;80;2017-02-15 09:45:25+00
559;Uttarpara-Kotrung;44;2017-02-15 09:45:25+00
560;Vaduz;55;2017-02-15 09:45:25+00
561;Valencia;104;2017-02-15 09:45:25+00
562;Valle de la Pascua;104;2017-02-15 09:45:25+00
563;Valle de Santiago;60;2017-02-15 09:45:25+00
564;Valparai;44;2017-02-15 09:45:25+00
565;Vancouver;20;2017-02-15 09:45:25+00
566;Varanasi (Benares);44;2017-02-15 09:45:25+00
567;Vicente Lpez;6;2017-02-15 09:45:25+00
568;Vijayawada;44;2017-02-15 09:45:25+00
569;Vila Velha;15;2017-02-15 09:45:25+00
570;Vilnius;56;2017-02-15 09:45:25+00
571;Vinh;105;2017-02-15 09:45:25+00
572;Vitria de Santo Anto;15;2017-02-15 09:45:25+00
573;Warren;103;2017-02-15 09:45:25+00
574;Weifang;23;2017-02-15 09:45:25+00
575;Witten;38;2017-02-15 09:45:25+00
576;Woodridge;8;2017-02-15 09:45:25+00
577;Wroclaw;76;2017-02-15 09:45:25+00
578;Xiangfan;23;2017-02-15 09:45:25+00
579;Xiangtan;23;2017-02-15 09:45:25+00
580;Xintai;23;2017-02-15 09:45:25+00
581;Xinxiang;23;2017-02-15 09:45:25+00
582;Yamuna Nagar;44;2017-02-15 09:45:25+00
583;Yangor;65;2017-02-15 09:45:25+00
584;Yantai;23;2017-02-15 09:45:25+00
585;Yaound;19;2017-02-15 09:45:25+00
586;Yerevan;7;2017-02-15 09:45:25+00
587;Yinchuan;23;2017-02-15 09:45:25+00
588;Yingkou;23;2017-02-15 09:45:25+00
589;York;102;2017-02-15 09:45:25+00
590;Yuncheng;23;2017-02-15 09:45:25+00
591;Yuzhou;23;2017-02-15 09:45:25+00
592;Zalantun;23;2017-02-15 09:45:25+00
593;Zanzibar;93;2017-02-15 09:45:25+00
594;Zaoyang;23;2017-02-15 09:45:25+00
595;Zapopan;60;2017-02-15 09:45:25+00
596;Zaria;69;2017-02-15 09:45:25+00
597;Zeleznogorsk;80;2017-02-15 09:45:25+00
598;Zhezqazghan;51;2017-02-15 09:45:25+00
599;Zhoushan;23;2017-02-15 09:45:25+00
600;Ziguinchor;83;2017-02-15 09:45:25+00
