film_id;category_id;last_update
502;5;2017-02-15 10:07:09+00
503;15;2017-02-15 10:07:09+00
504;7;2017-02-15 10:07:09+00
505;3;2017-02-15 10:07:09+00
506;11;2017-02-15 10:07:09+00
507;10;2017-02-15 10:07:09+00
508;10;2017-02-15 10:07:09+00
509;3;2017-02-15 10:07:09+00
510;2;2017-02-15 10:07:09+00
511;1;2017-02-15 10:07:09+00
512;4;2017-02-15 10:07:09+00
513;16;2017-02-15 10:07:09+00
514;7;2017-02-15 10:07:09+00
515;3;2017-02-15 10:07:09+00
516;12;2017-02-15 10:07:09+00
517;15;2017-02-15 10:07:09+00
518;16;2017-02-15 10:07:09+00
519;15;2017-02-15 10:07:09+00
520;14;2017-02-15 10:07:09+00
521;7;2017-02-15 10:07:09+00
522;5;2017-02-15 10:07:09+00
523;4;2017-02-15 10:07:09+00
524;5;2017-02-15 10:07:09+00
525;4;2017-02-15 10:07:09+00
526;16;2017-02-15 10:07:09+00
527;11;2017-02-15 10:07:09+00
528;8;2017-02-15 10:07:09+00
529;5;2017-02-15 10:07:09+00
530;1;2017-02-15 10:07:09+00
531;9;2017-02-15 10:07:09+00
532;15;2017-02-15 10:07:09+00
533;9;2017-02-15 10:07:09+00
534;8;2017-02-15 10:07:09+00
535;11;2017-02-15 10:07:09+00
536;4;2017-02-15 10:07:09+00
537;4;2017-02-15 10:07:09+00
538;13;2017-02-15 10:07:09+00
539;7;2017-02-15 10:07:09+00
540;12;2017-02-15 10:07:09+00
541;2;2017-02-15 10:07:09+00
542;1;2017-02-15 10:07:09+00
543;16;2017-02-15 10:07:09+00
544;6;2017-02-15 10:07:09+00
545;9;2017-02-15 10:07:09+00
546;10;2017-02-15 10:07:09+00
547;3;2017-02-15 10:07:09+00
548;4;2017-02-15 10:07:09+00
549;1;2017-02-15 10:07:09+00
550;8;2017-02-15 10:07:09+00
551;13;2017-02-15 10:07:09+00
552;6;2017-02-15 10:07:09+00
553;3;2017-02-15 10:07:09+00
554;4;2017-02-15 10:07:09+00
555;5;2017-02-15 10:07:09+00
556;10;2017-02-15 10:07:09+00
557;8;2017-02-15 10:07:09+00
558;13;2017-02-15 10:07:09+00
559;14;2017-02-15 10:07:09+00
560;10;2017-02-15 10:07:09+00
561;13;2017-02-15 10:07:09+00
562;12;2017-02-15 10:07:09+00
563;10;2017-02-15 10:07:09+00
564;2;2017-02-15 10:07:09+00
565;9;2017-02-15 10:07:09+00
566;9;2017-02-15 10:07:09+00
567;9;2017-02-15 10:07:09+00
568;5;2017-02-15 10:07:09+00
569;2;2017-02-15 10:07:09+00
570;15;2017-02-15 10:07:09+00
571;6;2017-02-15 10:07:09+00
572;14;2017-02-15 10:07:09+00
573;3;2017-02-15 10:07:09+00
574;1;2017-02-15 10:07:09+00
575;6;2017-02-15 10:07:09+00
576;6;2017-02-15 10:07:09+00
577;15;2017-02-15 10:07:09+00
578;4;2017-02-15 10:07:09+00
579;1;2017-02-15 10:07:09+00
580;13;2017-02-15 10:07:09+00
581;12;2017-02-15 10:07:09+00
582;2;2017-02-15 10:07:09+00
583;2;2017-02-15 10:07:09+00
584;9;2017-02-15 10:07:09+00
585;7;2017-02-15 10:07:09+00
586;1;2017-02-15 10:07:09+00
587;6;2017-02-15 10:07:09+00
588;3;2017-02-15 10:07:09+00
589;6;2017-02-15 10:07:09+00
590;13;2017-02-15 10:07:09+00
591;10;2017-02-15 10:07:09+00
592;12;2017-02-15 10:07:09+00
593;11;2017-02-15 10:07:09+00
594;1;2017-02-15 10:07:09+00
595;9;2017-02-15 10:07:09+00
596;10;2017-02-15 10:07:09+00
597;10;2017-02-15 10:07:09+00
598;15;2017-02-15 10:07:09+00
599;15;2017-02-15 10:07:09+00
600;11;2017-02-15 10:07:09+00
601;16;2017-02-15 10:07:09+00
602;14;2017-02-15 10:07:09+00
603;8;2017-02-15 10:07:09+00
604;5;2017-02-15 10:07:09+00
605;9;2017-02-15 10:07:09+00
606;15;2017-02-15 10:07:09+00
607;9;2017-02-15 10:07:09+00
608;3;2017-02-15 10:07:09+00
609;16;2017-02-15 10:07:09+00
610;8;2017-02-15 10:07:09+00
611;4;2017-02-15 10:07:09+00
612;15;2017-02-15 10:07:09+00
613;5;2017-02-15 10:07:09+00
614;10;2017-02-15 10:07:09+00
615;2;2017-02-15 10:07:09+00
616;6;2017-02-15 10:07:09+00
617;8;2017-02-15 10:07:09+00
618;7;2017-02-15 10:07:09+00
619;15;2017-02-15 10:07:09+00
620;14;2017-02-15 10:07:09+00
621;8;2017-02-15 10:07:09+00
622;6;2017-02-15 10:07:09+00
623;9;2017-02-15 10:07:09+00
624;10;2017-02-15 10:07:09+00
625;14;2017-02-15 10:07:09+00
626;3;2017-02-15 10:07:09+00
627;6;2017-02-15 10:07:09+00
628;15;2017-02-15 10:07:09+00
629;6;2017-02-15 10:07:09+00
630;7;2017-02-15 10:07:09+00
631;15;2017-02-15 10:07:09+00
632;13;2017-02-15 10:07:09+00
633;4;2017-02-15 10:07:09+00
634;8;2017-02-15 10:07:09+00
635;13;2017-02-15 10:07:09+00
636;12;2017-02-15 10:07:09+00
637;14;2017-02-15 10:07:09+00
638;5;2017-02-15 10:07:09+00
639;8;2017-02-15 10:07:09+00
640;9;2017-02-15 10:07:09+00
641;9;2017-02-15 10:07:09+00
642;16;2017-02-15 10:07:09+00
643;7;2017-02-15 10:07:09+00
644;2;2017-02-15 10:07:09+00
645;16;2017-02-15 10:07:09+00
646;10;2017-02-15 10:07:09+00
647;12;2017-02-15 10:07:09+00
648;16;2017-02-15 10:07:09+00
649;2;2017-02-15 10:07:09+00
650;6;2017-02-15 10:07:09+00
651;2;2017-02-15 10:07:09+00
652;4;2017-02-15 10:07:09+00
653;11;2017-02-15 10:07:09+00
654;10;2017-02-15 10:07:09+00
655;14;2017-02-15 10:07:09+00
656;16;2017-02-15 10:07:09+00
657;5;2017-02-15 10:07:09+00
658;11;2017-02-15 10:07:09+00
659;1;2017-02-15 10:07:09+00
660;5;2017-02-15 10:07:09+00
661;9;2017-02-15 10:07:09+00
662;7;2017-02-15 10:07:09+00
663;4;2017-02-15 10:07:09+00
664;1;2017-02-15 10:07:09+00
665;11;2017-02-15 10:07:09+00
666;7;2017-02-15 10:07:09+00
667;15;2017-02-15 10:07:09+00
668;15;2017-02-15 10:07:09+00
669;9;2017-02-15 10:07:09+00
670;6;2017-02-15 10:07:09+00
671;15;2017-02-15 10:07:09+00
672;5;2017-02-15 10:07:09+00
673;12;2017-02-15 10:07:09+00
674;9;2017-02-15 10:07:09+00
675;13;2017-02-15 10:07:09+00
676;15;2017-02-15 10:07:09+00
677;13;2017-02-15 10:07:09+00
678;15;2017-02-15 10:07:09+00
679;8;2017-02-15 10:07:09+00
680;5;2017-02-15 10:07:09+00
681;15;2017-02-15 10:07:09+00
682;8;2017-02-15 10:07:09+00
683;7;2017-02-15 10:07:09+00
684;10;2017-02-15 10:07:09+00
685;13;2017-02-15 10:07:09+00
686;13;2017-02-15 10:07:09+00
687;6;2017-02-15 10:07:09+00
688;3;2017-02-15 10:07:09+00
689;9;2017-02-15 10:07:09+00
690;2;2017-02-15 10:07:09+00
691;15;2017-02-15 10:07:09+00
692;2;2017-02-15 10:07:09+00
693;2;2017-02-15 10:07:09+00
694;4;2017-02-15 10:07:09+00
695;8;2017-02-15 10:07:09+00
696;2;2017-02-15 10:07:09+00
697;1;2017-02-15 10:07:09+00
698;6;2017-02-15 10:07:09+00
699;10;2017-02-15 10:07:09+00
700;8;2017-02-15 10:07:09+00
701;10;2017-02-15 10:07:09+00
702;11;2017-02-15 10:07:09+00
703;2;2017-02-15 10:07:09+00
704;5;2017-02-15 10:07:09+00
705;9;2017-02-15 10:07:09+00
706;7;2017-02-15 10:07:09+00
707;1;2017-02-15 10:07:09+00
708;6;2017-02-15 10:07:09+00
709;7;2017-02-15 10:07:09+00
710;8;2017-02-15 10:07:09+00
711;14;2017-02-15 10:07:09+00
712;6;2017-02-15 10:07:09+00
713;6;2017-02-15 10:07:09+00
714;14;2017-02-15 10:07:09+00
715;8;2017-02-15 10:07:09+00
716;11;2017-02-15 10:07:09+00
717;1;2017-02-15 10:07:09+00
718;12;2017-02-15 10:07:09+00
719;15;2017-02-15 10:07:09+00
720;13;2017-02-15 10:07:09+00
721;12;2017-02-15 10:07:09+00
722;11;2017-02-15 10:07:09+00
723;14;2017-02-15 10:07:09+00
724;8;2017-02-15 10:07:09+00
725;4;2017-02-15 10:07:09+00
726;9;2017-02-15 10:07:09+00
727;8;2017-02-15 10:07:09+00
728;7;2017-02-15 10:07:09+00
729;15;2017-02-15 10:07:09+00
730;13;2017-02-15 10:07:09+00
731;4;2017-02-15 10:07:09+00
732;1;2017-02-15 10:07:09+00
733;15;2017-02-15 10:07:09+00
734;6;2017-02-15 10:07:09+00
735;3;2017-02-15 10:07:09+00
736;8;2017-02-15 10:07:09+00
737;11;2017-02-15 10:07:09+00
738;9;2017-02-15 10:07:09+00
739;7;2017-02-15 10:07:09+00
740;11;2017-02-15 10:07:09+00
741;12;2017-02-15 10:07:09+00
742;10;2017-02-15 10:07:09+00
743;2;2017-02-15 10:07:09+00
744;4;2017-02-15 10:07:09+00
745;15;2017-02-15 10:07:09+00
746;10;2017-02-15 10:07:09+00
747;10;2017-02-15 10:07:09+00
748;1;2017-02-15 10:07:09+00
749;11;2017-02-15 10:07:09+00
750;13;2017-02-15 10:07:09+00
751;13;2017-02-15 10:07:09+00
752;12;2017-02-15 10:07:09+00
753;8;2017-02-15 10:07:09+00
754;5;2017-02-15 10:07:09+00
755;3;2017-02-15 10:07:09+00
756;5;2017-02-15 10:07:09+00
757;6;2017-02-15 10:07:09+00
758;7;2017-02-15 10:07:09+00
759;13;2017-02-15 10:07:09+00
760;13;2017-02-15 10:07:09+00
761;3;2017-02-15 10:07:09+00
762;10;2017-02-15 10:07:09+00
763;15;2017-02-15 10:07:09+00
764;15;2017-02-15 10:07:09+00
765;5;2017-02-15 10:07:09+00
766;7;2017-02-15 10:07:09+00
767;12;2017-02-15 10:07:09+00
768;3;2017-02-15 10:07:09+00
769;9;2017-02-15 10:07:09+00
770;9;2017-02-15 10:07:09+00
771;7;2017-02-15 10:07:09+00
772;7;2017-02-15 10:07:09+00
773;15;2017-02-15 10:07:09+00
774;5;2017-02-15 10:07:09+00
775;7;2017-02-15 10:07:09+00
776;6;2017-02-15 10:07:09+00
777;15;2017-02-15 10:07:09+00
778;8;2017-02-15 10:07:09+00
779;15;2017-02-15 10:07:09+00
780;8;2017-02-15 10:07:09+00
781;10;2017-02-15 10:07:09+00
782;15;2017-02-15 10:07:09+00
783;16;2017-02-15 10:07:09+00
784;16;2017-02-15 10:07:09+00
785;16;2017-02-15 10:07:09+00
786;3;2017-02-15 10:07:09+00
787;16;2017-02-15 10:07:09+00
788;6;2017-02-15 10:07:09+00
789;9;2017-02-15 10:07:09+00
790;7;2017-02-15 10:07:09+00
791;6;2017-02-15 10:07:09+00
792;9;2017-02-15 10:07:09+00
793;1;2017-02-15 10:07:09+00
794;1;2017-02-15 10:07:09+00
795;8;2017-02-15 10:07:09+00
796;15;2017-02-15 10:07:09+00
797;12;2017-02-15 10:07:09+00
798;14;2017-02-15 10:07:09+00
799;11;2017-02-15 10:07:09+00
800;11;2017-02-15 10:07:09+00
801;3;2017-02-15 10:07:09+00
802;1;2017-02-15 10:07:09+00
803;7;2017-02-15 10:07:09+00
804;11;2017-02-15 10:07:09+00
805;2;2017-02-15 10:07:09+00
806;13;2017-02-15 10:07:09+00
807;10;2017-02-15 10:07:09+00
808;4;2017-02-15 10:07:09+00
809;15;2017-02-15 10:07:09+00
810;8;2017-02-15 10:07:09+00
811;16;2017-02-15 10:07:09+00
812;6;2017-02-15 10:07:09+00
813;15;2017-02-15 10:07:09+00
814;5;2017-02-15 10:07:09+00
815;4;2017-02-15 10:07:09+00
816;2;2017-02-15 10:07:09+00
817;14;2017-02-15 10:07:09+00
818;7;2017-02-15 10:07:09+00
819;12;2017-02-15 10:07:09+00
820;2;2017-02-15 10:07:09+00
821;9;2017-02-15 10:07:09+00
822;8;2017-02-15 10:07:09+00
823;1;2017-02-15 10:07:09+00
824;8;2017-02-15 10:07:09+00
825;1;2017-02-15 10:07:09+00
826;16;2017-02-15 10:07:09+00
827;7;2017-02-15 10:07:09+00
828;4;2017-02-15 10:07:09+00
829;8;2017-02-15 10:07:09+00
830;11;2017-02-15 10:07:09+00
831;14;2017-02-15 10:07:09+00
832;8;2017-02-15 10:07:09+00
833;3;2017-02-15 10:07:09+00
834;6;2017-02-15 10:07:09+00
835;10;2017-02-15 10:07:09+00
836;15;2017-02-15 10:07:09+00
837;5;2017-02-15 10:07:09+00
838;1;2017-02-15 10:07:09+00
839;14;2017-02-15 10:07:09+00
840;10;2017-02-15 10:07:09+00
841;15;2017-02-15 10:07:09+00
842;10;2017-02-15 10:07:09+00
843;4;2017-02-15 10:07:09+00
844;15;2017-02-15 10:07:09+00
845;9;2017-02-15 10:07:09+00
846;13;2017-02-15 10:07:09+00
847;13;2017-02-15 10:07:09+00
848;16;2017-02-15 10:07:09+00
849;2;2017-02-15 10:07:09+00
850;1;2017-02-15 10:07:09+00
851;15;2017-02-15 10:07:09+00
852;3;2017-02-15 10:07:09+00
853;3;2017-02-15 10:07:09+00
854;11;2017-02-15 10:07:09+00
855;6;2017-02-15 10:07:09+00
856;11;2017-02-15 10:07:09+00
857;5;2017-02-15 10:07:09+00
858;5;2017-02-15 10:07:09+00
859;2;2017-02-15 10:07:09+00
860;14;2017-02-15 10:07:09+00
861;10;2017-02-15 10:07:09+00
862;4;2017-02-15 10:07:09+00
863;14;2017-02-15 10:07:09+00
864;3;2017-02-15 10:07:09+00
865;2;2017-02-15 10:07:09+00
866;8;2017-02-15 10:07:09+00
867;8;2017-02-15 10:07:09+00
868;16;2017-02-15 10:07:09+00
869;1;2017-02-15 10:07:09+00
870;11;2017-02-15 10:07:09+00
871;5;2017-02-15 10:07:09+00
872;16;2017-02-15 10:07:09+00
873;3;2017-02-15 10:07:09+00
874;4;2017-02-15 10:07:09+00
875;15;2017-02-15 10:07:09+00
876;11;2017-02-15 10:07:09+00
877;12;2017-02-15 10:07:09+00
878;16;2017-02-15 10:07:09+00
879;12;2017-02-15 10:07:09+00
880;2;2017-02-15 10:07:09+00
881;11;2017-02-15 10:07:09+00
882;7;2017-02-15 10:07:09+00
883;3;2017-02-15 10:07:09+00
884;12;2017-02-15 10:07:09+00
885;11;2017-02-15 10:07:09+00
886;2;2017-02-15 10:07:09+00
887;2;2017-02-15 10:07:09+00
888;6;2017-02-15 10:07:09+00
889;3;2017-02-15 10:07:09+00
890;15;2017-02-15 10:07:09+00
891;4;2017-02-15 10:07:09+00
892;2;2017-02-15 10:07:09+00
893;14;2017-02-15 10:07:09+00
894;16;2017-02-15 10:07:09+00
895;4;2017-02-15 10:07:09+00
896;3;2017-02-15 10:07:09+00
897;7;2017-02-15 10:07:09+00
898;15;2017-02-15 10:07:09+00
899;4;2017-02-15 10:07:09+00
900;9;2017-02-15 10:07:09+00
901;2;2017-02-15 10:07:09+00
902;15;2017-02-15 10:07:09+00
903;16;2017-02-15 10:07:09+00
904;11;2017-02-15 10:07:09+00
905;5;2017-02-15 10:07:09+00
906;5;2017-02-15 10:07:09+00
907;7;2017-02-15 10:07:09+00
908;9;2017-02-15 10:07:09+00
909;11;2017-02-15 10:07:09+00
910;7;2017-02-15 10:07:09+00
911;1;2017-02-15 10:07:09+00
912;14;2017-02-15 10:07:09+00
913;13;2017-02-15 10:07:09+00
914;16;2017-02-15 10:07:09+00
915;1;2017-02-15 10:07:09+00
916;2;2017-02-15 10:07:09+00
917;15;2017-02-15 10:07:09+00
918;3;2017-02-15 10:07:09+00
919;10;2017-02-15 10:07:09+00
920;13;2017-02-15 10:07:09+00
921;12;2017-02-15 10:07:09+00
922;11;2017-02-15 10:07:09+00
923;7;2017-02-15 10:07:09+00
924;14;2017-02-15 10:07:09+00
925;6;2017-02-15 10:07:09+00
926;6;2017-02-15 10:07:09+00
927;1;2017-02-15 10:07:09+00
928;3;2017-02-15 10:07:09+00
929;9;2017-02-15 10:07:09+00
930;14;2017-02-15 10:07:09+00
931;16;2017-02-15 10:07:09+00
932;5;2017-02-15 10:07:09+00
933;13;2017-02-15 10:07:09+00
934;10;2017-02-15 10:07:09+00
935;13;2017-02-15 10:07:09+00
936;12;2017-02-15 10:07:09+00
937;13;2017-02-15 10:07:09+00
938;5;2017-02-15 10:07:09+00
939;5;2017-02-15 10:07:09+00
940;15;2017-02-15 10:07:09+00
941;10;2017-02-15 10:07:09+00
942;7;2017-02-15 10:07:09+00
943;6;2017-02-15 10:07:09+00
944;7;2017-02-15 10:07:09+00
945;6;2017-02-15 10:07:09+00
946;8;2017-02-15 10:07:09+00
947;9;2017-02-15 10:07:09+00
948;13;2017-02-15 10:07:09+00
949;10;2017-02-15 10:07:09+00
950;4;2017-02-15 10:07:09+00
951;4;2017-02-15 10:07:09+00
952;6;2017-02-15 10:07:09+00
953;2;2017-02-15 10:07:09+00
954;13;2017-02-15 10:07:09+00
955;3;2017-02-15 10:07:09+00
956;10;2017-02-15 10:07:09+00
957;9;2017-02-15 10:07:09+00
958;7;2017-02-15 10:07:09+00
959;3;2017-02-15 10:07:09+00
960;6;2017-02-15 10:07:09+00
961;9;2017-02-15 10:07:09+00
962;4;2017-02-15 10:07:09+00
963;2;2017-02-15 10:07:09+00
964;1;2017-02-15 10:07:09+00
965;11;2017-02-15 10:07:09+00
966;6;2017-02-15 10:07:09+00
967;14;2017-02-15 10:07:09+00
968;1;2017-02-15 10:07:09+00
969;7;2017-02-15 10:07:09+00
970;4;2017-02-15 10:07:09+00
971;9;2017-02-15 10:07:09+00
972;14;2017-02-15 10:07:09+00
973;6;2017-02-15 10:07:09+00
974;13;2017-02-15 10:07:09+00
975;8;2017-02-15 10:07:09+00
976;10;2017-02-15 10:07:09+00
977;16;2017-02-15 10:07:09+00
978;5;2017-02-15 10:07:09+00
979;7;2017-02-15 10:07:09+00
980;12;2017-02-15 10:07:09+00
981;16;2017-02-15 10:07:09+00
982;1;2017-02-15 10:07:09+00
983;12;2017-02-15 10:07:09+00
984;9;2017-02-15 10:07:09+00
985;14;2017-02-15 10:07:09+00
986;2;2017-02-15 10:07:09+00
987;12;2017-02-15 10:07:09+00
988;16;2017-02-15 10:07:09+00
989;16;2017-02-15 10:07:09+00
990;11;2017-02-15 10:07:09+00
991;1;2017-02-15 10:07:09+00
992;6;2017-02-15 10:07:09+00
993;3;2017-02-15 10:07:09+00
994;13;2017-02-15 10:07:09+00
995;11;2017-02-15 10:07:09+00
996;6;2017-02-15 10:07:09+00
997;12;2017-02-15 10:07:09+00
998;11;2017-02-15 10:07:09+00
999;3;2017-02-15 10:07:09+00
1000;5;2017-02-15 10:07:09+00
